,Use Case,LTE/5g Category,Technology Supported,Day,Time,GBR,Packet Loss Rate,Packet delay,slice Type
338,Smartphone,3,LTE/5G,sunday,2,Non-GBR,0.01,100,eMBB
339,Smartphone,3,LTE/5G,sunday,3,Non-GBR,0.01,100,eMBB
340,Smartphone,3,LTE/5G,sunday,4,Non-GBR,0.01,100,eMBB
341,Smartphone,3,LTE/5G,sunday,5,Non-GBR,0.01,100,eMBB
342,Smartphone,3,LTE/5G,sunday,6,Non-GBR,0.01,100,eMBB
343,Smartphone,3,LTE/5G,sunday,7,Non-GBR,0.01,100,eMBB
344,Smartphone,3,LTE/5G,sunday,8,Non-GBR,0.01,100,eMBB
345,Smartphone,3,LTE/5G,sunday,9,Non-GBR,0.01,100,eMBB
346,Smartphone,3,LTE/5G,sunday,10,Non-GBR,0.01,100,eMBB
347,Smartphone,3,LTE/5G,sunday,11,Non-GBR,0.01,100,eMBB
348,Smartphone,3,LTE/5G,sunday,12,Non-GBR,0.01,100,eMBB
349,Smartphone,3,LTE/5G,sunday,13,Non-GBR,0.01,100,eMBB
350,Smartphone,3,LTE/5G,sunday,14,Non-GBR,0.01,100,eMBB
351,Smartphone,3,LTE/5G,sunday,15,Non-GBR,0.01,100,eMBB
352,Smartphone,3,LTE/5G,sunday,16,Non-GBR,0.01,100,eMBB
353,Smartphone,3,LTE/5G,sunday,17,Non-GBR,0.01,100,eMBB
354,Smartphone,3,LTE/5G,sunday,18,Non-GBR,0.01,100,eMBB
355,Smartphone,3,LTE/5G,sunday,19,Non-GBR,0.01,100,eMBB
356,Smartphone,3,LTE/5G,sunday,20,Non-GBR,0.01,100,eMBB
357,Smartphone,3,LTE/5G,sunday,21,Non-GBR,0.01,100,eMBB
358,Smartphone,3,LTE/5G,sunday,22,Non-GBR,0.01,100,eMBB
359,Smartphone,3,LTE/5G,sunday,23,Non-GBR,0.01,100,eMBB
360,Smartphone,3,LTE/5G,monday,0,Non-GBR,0.01,100,eMBB
361,Smartphone,3,LTE/5G,monday,1,Non-GBR,0.01,100,eMBB
362,Smartphone,3,LTE/5G,monday,2,Non-GBR,0.01,100,eMBB
363,Smartphone,3,LTE/5G,monday,3,Non-GBR,0.01,100,eMBB
364,Smartphone,3,LTE/5G,monday,4,Non-GBR,0.01,100,eMBB
365,Smartphone,3,LTE/5G,monday,5,Non-GBR,0.01,100,eMBB
366,Smartphone,3,LTE/5G,monday,6,Non-GBR,0.01,100,eMBB
367,Smartphone,3,LTE/5G,monday,7,Non-GBR,0.01,100,eMBB
368,Smartphone,3,LTE/5G,monday,8,Non-GBR,0.01,100,eMBB
369,Smartphone,3,LTE/5G,monday,9,Non-GBR,0.01,100,eMBB
370,Smartphone,3,LTE/5G,monday,10,Non-GBR,0.01,100,eMBB
371,Smartphone,3,LTE/5G,monday,11,Non-GBR,0.01,100,eMBB
372,Smartphone,3,LTE/5G,monday,12,Non-GBR,0.01,100,eMBB
373,Smartphone,3,LTE/5G,monday,13,Non-GBR,0.01,100,eMBB
374,Smartphone,3,LTE/5G,monday,14,Non-GBR,0.01,100,eMBB
375,Smartphone,3,LTE/5G,monday,15,Non-GBR,0.01,100,eMBB
376,Smartphone,3,LTE/5G,monday,16,Non-GBR,0.01,100,eMBB
377,Smartphone,3,LTE/5G,monday,17,Non-GBR,0.01,100,eMBB
378,Smartphone,3,LTE/5G,monday,18,Non-GBR,0.01,100,eMBB
379,Smartphone,3,LTE/5G,monday,19,Non-GBR,0.01,100,eMBB
380,Smartphone,3,LTE/5G,monday,20,Non-GBR,0.01,100,eMBB
381,Smartphone,3,LTE/5G,monday,21,Non-GBR,0.01,100,eMBB
382,Smartphone,3,LTE/5G,monday,22,Non-GBR,0.01,100,eMBB
383,Smartphone,3,LTE/5G,monday,23,Non-GBR,0.01,100,eMBB
384,Smartphone,3,LTE/5G,tuesday,0,Non-GBR,0.01,100,eMBB
385,Smartphone,3,LTE/5G,tuesday,1,Non-GBR,0.01,100,eMBB
386,Smartphone,3,LTE/5G,tuesday,2,Non-GBR,0.01,100,eMBB
387,Smartphone,3,LTE/5G,tuesday,3,Non-GBR,0.01,100,eMBB
388,Smartphone,3,LTE/5G,tuesday,4,Non-GBR,0.01,100,eMBB
389,Smartphone,3,LTE/5G,tuesday,5,Non-GBR,0.01,100,eMBB
390,Smartphone,3,LTE/5G,tuesday,6,Non-GBR,0.01,100,eMBB
391,Smartphone,3,LTE/5G,tuesday,7,Non-GBR,0.01,100,eMBB
392,Smartphone,3,LTE/5G,tuesday,8,Non-GBR,0.01,100,eMBB
393,Smartphone,3,LTE/5G,tuesday,9,Non-GBR,0.01,100,eMBB
394,Smartphone,3,LTE/5G,tuesday,10,Non-GBR,0.01,100,eMBB
395,Smartphone,3,LTE/5G,tuesday,11,Non-GBR,0.01,100,eMBB
396,Smartphone,3,LTE/5G,tuesday,12,Non-GBR,0.01,100,eMBB
397,Smartphone,3,LTE/5G,tuesday,13,Non-GBR,0.01,100,eMBB
398,Smartphone,3,LTE/5G,tuesday,14,Non-GBR,0.01,100,eMBB
399,Smartphone,3,LTE/5G,tuesday,15,Non-GBR,0.01,100,eMBB
400,Smartphone,3,LTE/5G,tuesday,16,Non-GBR,0.01,100,eMBB
401,Smartphone,3,LTE/5G,tuesday,17,Non-GBR,0.01,100,eMBB
402,Smartphone,3,LTE/5G,tuesday,18,Non-GBR,0.01,100,eMBB
403,Smartphone,3,LTE/5G,tuesday,19,Non-GBR,0.01,100,eMBB
404,Smartphone,3,LTE/5G,tuesday,20,Non-GBR,0.01,100,eMBB
405,Smartphone,3,LTE/5G,tuesday,21,Non-GBR,0.01,100,eMBB
406,Smartphone,3,LTE/5G,tuesday,22,Non-GBR,0.01,100,eMBB
407,Smartphone,3,LTE/5G,tuesday,23,Non-GBR,0.01,100,eMBB
408,Smartphone,3,LTE/5G,wednesday,0,Non-GBR,0.01,100,eMBB
409,Smartphone,3,LTE/5G,wednesday,1,Non-GBR,0.01,100,eMBB
410,Smartphone,3,LTE/5G,wednesday,2,Non-GBR,0.01,100,eMBB
411,Smartphone,3,LTE/5G,wednesday,3,Non-GBR,0.01,100,eMBB
412,Smartphone,3,LTE/5G,wednesday,4,Non-GBR,0.01,100,eMBB
413,Smartphone,3,LTE/5G,wednesday,5,Non-GBR,0.01,100,eMBB
414,Smartphone,3,LTE/5G,wednesday,6,Non-GBR,0.01,100,eMBB
415,Smartphone,3,LTE/5G,wednesday,7,Non-GBR,0.01,100,eMBB
416,Smartphone,3,LTE/5G,wednesday,8,Non-GBR,0.01,100,eMBB
417,Smartphone,3,LTE/5G,wednesday,9,Non-GBR,0.01,100,eMBB
418,Smartphone,3,LTE/5G,wednesday,10,Non-GBR,0.01,100,eMBB
419,Smartphone,3,LTE/5G,wednesday,11,Non-GBR,0.01,100,eMBB
420,Smartphone,3,LTE/5G,wednesday,12,Non-GBR,0.01,100,eMBB
421,Smartphone,3,LTE/5G,wednesday,13,Non-GBR,0.01,100,eMBB
422,Smartphone,3,LTE/5G,wednesday,14,Non-GBR,0.01,100,eMBB
423,Smartphone,3,LTE/5G,wednesday,15,Non-GBR,0.01,100,eMBB
424,Smartphone,3,LTE/5G,wednesday,16,Non-GBR,0.01,100,eMBB
425,Smartphone,3,LTE/5G,wednesday,17,Non-GBR,0.01,100,eMBB
426,Smartphone,3,LTE/5G,wednesday,18,Non-GBR,0.01,100,eMBB
427,Smartphone,3,LTE/5G,wednesday,19,Non-GBR,0.01,100,eMBB
428,Smartphone,3,LTE/5G,wednesday,20,Non-GBR,0.01,100,eMBB
429,Smartphone,3,LTE/5G,wednesday,21,Non-GBR,0.01,100,eMBB
430,Smartphone,3,LTE/5G,wednesday,22,Non-GBR,0.01,100,eMBB
431,Smartphone,3,LTE/5G,wednesday,23,Non-GBR,0.01,100,eMBB
432,Smartphone,3,LTE/5G,thrusday,0,Non-GBR,0.01,100,eMBB
433,Smartphone,3,LTE/5G,thrusday,1,Non-GBR,0.01,100,eMBB
434,Smartphone,3,LTE/5G,thrusday,2,Non-GBR,0.01,100,eMBB
435,Smartphone,3,LTE/5G,thrusday,3,Non-GBR,0.01,100,eMBB
436,Smartphone,3,LTE/5G,thrusday,4,Non-GBR,0.01,100,eMBB
437,Smartphone,3,LTE/5G,thrusday,5,Non-GBR,0.01,100,eMBB
438,Smartphone,3,LTE/5G,thrusday,6,Non-GBR,0.01,100,eMBB
439,Smartphone,3,LTE/5G,thrusday,7,Non-GBR,0.01,100,eMBB
440,Smartphone,3,LTE/5G,thrusday,8,Non-GBR,0.01,100,eMBB
441,Smartphone,3,LTE/5G,thrusday,9,Non-GBR,0.01,100,eMBB
442,Smartphone,3,LTE/5G,thrusday,10,Non-GBR,0.01,100,eMBB
443,Smartphone,3,LTE/5G,thrusday,11,Non-GBR,0.01,100,eMBB
444,Smartphone,3,LTE/5G,thrusday,12,Non-GBR,0.01,100,eMBB
445,Smartphone,3,LTE/5G,thrusday,13,Non-GBR,0.01,100,eMBB
446,Smartphone,3,LTE/5G,thrusday,14,Non-GBR,0.01,100,eMBB
447,Smartphone,3,LTE/5G,thrusday,15,Non-GBR,0.01,100,eMBB
448,Smartphone,3,LTE/5G,thrusday,16,Non-GBR,0.01,100,eMBB
449,Smartphone,3,LTE/5G,thrusday,17,Non-GBR,0.01,100,eMBB
450,Smartphone,3,LTE/5G,thrusday,18,Non-GBR,0.01,100,eMBB
451,Smartphone,3,LTE/5G,thrusday,19,Non-GBR,0.01,100,eMBB
452,Smartphone,3,LTE/5G,thrusday,20,Non-GBR,0.01,100,eMBB
453,Smartphone,3,LTE/5G,thrusday,21,Non-GBR,0.01,100,eMBB
454,Smartphone,3,LTE/5G,thrusday,22,Non-GBR,0.01,100,eMBB
455,Smartphone,3,LTE/5G,thrusday,23,Non-GBR,0.01,100,eMBB
456,Smartphone,3,LTE/5G,friday,0,Non-GBR,0.01,100,eMBB
457,Smartphone,3,LTE/5G,friday,1,Non-GBR,0.01,100,eMBB
458,Smartphone,3,LTE/5G,friday,2,Non-GBR,0.01,100,eMBB
459,Smartphone,3,LTE/5G,friday,3,Non-GBR,0.01,100,eMBB
460,Smartphone,3,LTE/5G,friday,4,Non-GBR,0.01,100,eMBB
461,Smartphone,3,LTE/5G,friday,5,Non-GBR,0.01,100,eMBB
462,Smartphone,3,LTE/5G,friday,6,Non-GBR,0.01,100,eMBB
463,Smartphone,3,LTE/5G,friday,7,Non-GBR,0.01,100,eMBB
464,Smartphone,3,LTE/5G,friday,8,Non-GBR,0.01,100,eMBB
465,Smartphone,3,LTE/5G,friday,9,Non-GBR,0.01,100,eMBB
466,Smartphone,3,LTE/5G,friday,10,Non-GBR,0.01,100,eMBB
467,Smartphone,3,LTE/5G,friday,11,Non-GBR,0.01,100,eMBB
468,Smartphone,3,LTE/5G,friday,12,Non-GBR,0.01,100,eMBB
469,Smartphone,3,LTE/5G,friday,13,Non-GBR,0.01,100,eMBB
470,Smartphone,3,LTE/5G,friday,14,Non-GBR,0.01,100,eMBB
471,Smartphone,3,LTE/5G,friday,15,Non-GBR,0.01,100,eMBB
472,Smartphone,3,LTE/5G,friday,16,Non-GBR,0.01,100,eMBB
473,Smartphone,3,LTE/5G,friday,17,Non-GBR,0.01,100,eMBB
474,Smartphone,3,LTE/5G,friday,18,Non-GBR,0.01,100,eMBB
475,Smartphone,3,LTE/5G,friday,19,Non-GBR,0.01,100,eMBB
476,Smartphone,3,LTE/5G,friday,20,Non-GBR,0.01,100,eMBB
477,Smartphone,3,LTE/5G,friday,21,Non-GBR,0.01,100,eMBB
478,Smartphone,3,LTE/5G,friday,22,Non-GBR,0.01,100,eMBB
479,Smartphone,3,LTE/5G,friday,23,Non-GBR,0.01,100,eMBB
480,Smartphone,3,LTE/5G,saturday,0,Non-GBR,0.01,100,eMBB
481,Smartphone,3,LTE/5G,saturday,1,Non-GBR,0.01,100,eMBB
482,Smartphone,3,LTE/5G,saturday,2,Non-GBR,0.01,100,eMBB
483,Smartphone,3,LTE/5G,saturday,3,Non-GBR,0.01,100,eMBB
484,Smartphone,3,LTE/5G,saturday,4,Non-GBR,0.01,100,eMBB
485,Smartphone,3,LTE/5G,saturday,5,Non-GBR,0.01,100,eMBB
486,Smartphone,3,LTE/5G,saturday,6,Non-GBR,0.01,100,eMBB
487,Smartphone,3,LTE/5G,saturday,7,Non-GBR,0.01,100,eMBB
488,Smartphone,3,LTE/5G,saturday,8,Non-GBR,0.01,100,eMBB
489,Smartphone,3,LTE/5G,saturday,9,Non-GBR,0.01,100,eMBB
490,Smartphone,3,LTE/5G,saturday,10,Non-GBR,0.01,100,eMBB
491,Smartphone,3,LTE/5G,saturday,11,Non-GBR,0.01,100,eMBB
492,Smartphone,3,LTE/5G,saturday,12,Non-GBR,0.01,100,eMBB
493,Smartphone,3,LTE/5G,saturday,13,Non-GBR,0.01,100,eMBB
494,Smartphone,3,LTE/5G,saturday,14,Non-GBR,0.01,100,eMBB
495,Smartphone,3,LTE/5G,saturday,15,Non-GBR,0.01,100,eMBB
496,Smartphone,3,LTE/5G,saturday,16,Non-GBR,0.01,100,eMBB
497,Smartphone,3,LTE/5G,saturday,17,Non-GBR,0.01,100,eMBB
498,Smartphone,3,LTE/5G,saturday,18,Non-GBR,0.01,100,eMBB
499,Smartphone,3,LTE/5G,saturday,19,Non-GBR,0.01,100,eMBB
500,Smartphone,3,LTE/5G,saturday,20,Non-GBR,0.01,100,eMBB
501,Smartphone,3,LTE/5G,saturday,21,Non-GBR,0.01,100,eMBB
502,Smartphone,3,LTE/5G,saturday,22,Non-GBR,0.01,100,eMBB
503,Smartphone,3,LTE/5G,saturday,23,Non-GBR,0.01,100,eMBB
504,Smartphone,4,LTE/5G,sunday,0,Non-GBR,0.01,100,eMBB
505,Smartphone,4,LTE/5G,sunday,1,Non-GBR,0.01,100,eMBB
506,Smartphone,4,LTE/5G,sunday,2,Non-GBR,0.01,100,eMBB
507,Smartphone,4,LTE/5G,sunday,3,Non-GBR,0.01,100,eMBB
508,Smartphone,4,LTE/5G,sunday,4,Non-GBR,0.01,100,eMBB
509,Smartphone,4,LTE/5G,sunday,5,Non-GBR,0.01,100,eMBB
510,Smartphone,4,LTE/5G,sunday,6,Non-GBR,0.01,100,eMBB
511,Smartphone,4,LTE/5G,sunday,7,Non-GBR,0.01,100,eMBB
512,Smartphone,4,LTE/5G,sunday,8,Non-GBR,0.01,100,eMBB
513,Smartphone,4,LTE/5G,sunday,9,Non-GBR,0.01,100,eMBB
514,Smartphone,4,LTE/5G,sunday,10,Non-GBR,0.01,100,eMBB
515,Smartphone,4,LTE/5G,sunday,11,Non-GBR,0.01,100,eMBB
516,Smartphone,4,LTE/5G,sunday,12,Non-GBR,0.01,100,eMBB
517,Smartphone,4,LTE/5G,sunday,13,Non-GBR,0.01,100,eMBB
518,Smartphone,4,LTE/5G,sunday,14,Non-GBR,0.01,100,eMBB
519,Smartphone,4,LTE/5G,sunday,15,Non-GBR,0.01,100,eMBB
520,Smartphone,4,LTE/5G,sunday,16,Non-GBR,0.01,100,eMBB
521,Smartphone,4,LTE/5G,sunday,17,Non-GBR,0.01,100,eMBB
522,Smartphone,4,LTE/5G,sunday,18,Non-GBR,0.01,100,eMBB
523,Smartphone,4,LTE/5G,sunday,19,Non-GBR,0.01,100,eMBB
524,Smartphone,4,LTE/5G,sunday,20,Non-GBR,0.01,100,eMBB
525,Smartphone,4,LTE/5G,sunday,21,Non-GBR,0.01,100,eMBB
526,Smartphone,4,LTE/5G,sunday,22,Non-GBR,0.01,100,eMBB
527,Smartphone,4,LTE/5G,sunday,23,Non-GBR,0.01,100,eMBB
528,Smartphone,4,LTE/5G,monday,0,Non-GBR,0.01,100,eMBB
529,Smartphone,4,LTE/5G,monday,1,Non-GBR,0.01,100,eMBB
530,Smartphone,4,LTE/5G,monday,2,Non-GBR,0.01,100,eMBB
531,Smartphone,4,LTE/5G,monday,3,Non-GBR,0.01,100,eMBB
532,Smartphone,4,LTE/5G,monday,4,Non-GBR,0.01,100,eMBB
533,Smartphone,4,LTE/5G,monday,5,Non-GBR,0.01,100,eMBB
534,Smartphone,4,LTE/5G,monday,6,Non-GBR,0.01,100,eMBB
535,Smartphone,4,LTE/5G,monday,7,Non-GBR,0.01,100,eMBB
536,Smartphone,4,LTE/5G,monday,8,Non-GBR,0.01,100,eMBB
537,Smartphone,4,LTE/5G,monday,9,Non-GBR,0.01,100,eMBB
538,Smartphone,4,LTE/5G,monday,10,Non-GBR,0.01,100,eMBB
539,Smartphone,4,LTE/5G,monday,11,Non-GBR,0.01,100,eMBB
540,Smartphone,4,LTE/5G,monday,12,Non-GBR,0.01,100,eMBB
541,Smartphone,4,LTE/5G,monday,13,Non-GBR,0.01,100,eMBB
542,Smartphone,4,LTE/5G,monday,14,Non-GBR,0.01,100,eMBB
543,Smartphone,4,LTE/5G,monday,15,Non-GBR,0.01,100,eMBB
544,Smartphone,4,LTE/5G,monday,16,Non-GBR,0.01,100,eMBB
545,Smartphone,4,LTE/5G,monday,17,Non-GBR,0.01,100,eMBB
546,Smartphone,4,LTE/5G,monday,18,Non-GBR,0.01,100,eMBB
547,Smartphone,4,LTE/5G,monday,19,Non-GBR,0.01,100,eMBB
548,Smartphone,4,LTE/5G,monday,20,Non-GBR,0.01,100,eMBB
549,Smartphone,4,LTE/5G,monday,21,Non-GBR,0.01,100,eMBB
550,Smartphone,4,LTE/5G,monday,22,Non-GBR,0.01,100,eMBB
551,Smartphone,4,LTE/5G,monday,23,Non-GBR,0.01,100,eMBB
552,Smartphone,4,LTE/5G,tuesday,0,Non-GBR,0.01,100,eMBB
553,Smartphone,4,LTE/5G,tuesday,1,Non-GBR,0.01,100,eMBB
554,Smartphone,4,LTE/5G,tuesday,2,Non-GBR,0.01,100,eMBB
555,Smartphone,4,LTE/5G,tuesday,3,Non-GBR,0.01,100,eMBB
556,Smartphone,4,LTE/5G,tuesday,4,Non-GBR,0.01,100,eMBB
557,Smartphone,4,LTE/5G,tuesday,5,Non-GBR,0.01,100,eMBB
558,Smartphone,4,LTE/5G,tuesday,6,Non-GBR,0.01,100,eMBB
559,Smartphone,4,LTE/5G,tuesday,7,Non-GBR,0.01,100,eMBB
560,Smartphone,4,LTE/5G,tuesday,8,Non-GBR,0.01,100,eMBB
561,Smartphone,4,LTE/5G,tuesday,9,Non-GBR,0.01,100,eMBB
562,Smartphone,4,LTE/5G,tuesday,10,Non-GBR,0.01,100,eMBB
563,Smartphone,4,LTE/5G,tuesday,11,Non-GBR,0.01,100,eMBB
564,Smartphone,4,LTE/5G,tuesday,12,Non-GBR,0.01,100,eMBB
565,Smartphone,4,LTE/5G,tuesday,13,Non-GBR,0.01,100,eMBB
566,Smartphone,4,LTE/5G,tuesday,14,Non-GBR,0.01,100,eMBB
567,Smartphone,4,LTE/5G,tuesday,15,Non-GBR,0.01,100,eMBB
568,Smartphone,4,LTE/5G,tuesday,16,Non-GBR,0.01,100,eMBB
569,Smartphone,4,LTE/5G,tuesday,17,Non-GBR,0.01,100,eMBB
570,Smartphone,4,LTE/5G,tuesday,18,Non-GBR,0.01,100,eMBB
571,Smartphone,4,LTE/5G,tuesday,19,Non-GBR,0.01,100,eMBB
572,Smartphone,4,LTE/5G,tuesday,20,Non-GBR,0.01,100,eMBB
573,Smartphone,4,LTE/5G,tuesday,21,Non-GBR,0.01,100,eMBB
574,Smartphone,4,LTE/5G,tuesday,22,Non-GBR,0.01,100,eMBB
575,Smartphone,4,LTE/5G,tuesday,23,Non-GBR,0.01,100,eMBB
576,Smartphone,4,LTE/5G,wednesday,0,Non-GBR,0.01,100,eMBB
577,Smartphone,4,LTE/5G,wednesday,1,Non-GBR,0.01,100,eMBB
578,Smartphone,4,LTE/5G,wednesday,2,Non-GBR,0.01,100,eMBB
579,Smartphone,4,LTE/5G,wednesday,3,Non-GBR,0.01,100,eMBB
580,Smartphone,4,LTE/5G,wednesday,4,Non-GBR,0.01,100,eMBB
581,Smartphone,4,LTE/5G,wednesday,5,Non-GBR,0.01,100,eMBB
582,Smartphone,4,LTE/5G,wednesday,6,Non-GBR,0.01,100,eMBB
583,Smartphone,4,LTE/5G,wednesday,7,Non-GBR,0.01,100,eMBB
584,Smartphone,4,LTE/5G,wednesday,8,Non-GBR,0.01,100,eMBB
585,Smartphone,4,LTE/5G,wednesday,9,Non-GBR,0.01,100,eMBB
586,Smartphone,4,LTE/5G,wednesday,10,Non-GBR,0.01,100,eMBB
587,Smartphone,4,LTE/5G,wednesday,11,Non-GBR,0.01,100,eMBB
588,Smartphone,4,LTE/5G,wednesday,12,Non-GBR,0.01,100,eMBB
589,Smartphone,4,LTE/5G,wednesday,13,Non-GBR,0.01,100,eMBB
590,Smartphone,4,LTE/5G,wednesday,14,Non-GBR,0.01,100,eMBB
591,Smartphone,4,LTE/5G,wednesday,15,Non-GBR,0.01,100,eMBB
592,Smartphone,4,LTE/5G,wednesday,16,Non-GBR,0.01,100,eMBB
593,Smartphone,4,LTE/5G,wednesday,17,Non-GBR,0.01,100,eMBB
594,Smartphone,4,LTE/5G,wednesday,18,Non-GBR,0.01,100,eMBB
595,Smartphone,4,LTE/5G,wednesday,19,Non-GBR,0.01,100,eMBB
596,Smartphone,4,LTE/5G,wednesday,20,Non-GBR,0.01,100,eMBB
597,Smartphone,4,LTE/5G,wednesday,21,Non-GBR,0.01,100,eMBB
598,Smartphone,4,LTE/5G,wednesday,22,Non-GBR,0.01,100,eMBB
599,Smartphone,4,LTE/5G,wednesday,23,Non-GBR,0.01,100,eMBB
600,Smartphone,4,LTE/5G,thrusday,0,Non-GBR,0.01,100,eMBB
601,Smartphone,4,LTE/5G,thrusday,1,Non-GBR,0.01,100,eMBB
602,Smartphone,4,LTE/5G,thrusday,2,Non-GBR,0.01,100,eMBB
603,Smartphone,4,LTE/5G,thrusday,3,Non-GBR,0.01,100,eMBB
604,Smartphone,4,LTE/5G,thrusday,4,Non-GBR,0.01,100,eMBB
605,Smartphone,4,LTE/5G,thrusday,5,Non-GBR,0.01,100,eMBB
606,Smartphone,4,LTE/5G,thrusday,6,Non-GBR,0.01,100,eMBB
607,Smartphone,4,LTE/5G,thrusday,7,Non-GBR,0.01,100,eMBB
608,Smartphone,4,LTE/5G,thrusday,8,Non-GBR,0.01,100,eMBB
609,Smartphone,4,LTE/5G,thrusday,9,Non-GBR,0.01,100,eMBB
610,Smartphone,4,LTE/5G,thrusday,10,Non-GBR,0.01,100,eMBB
611,Smartphone,4,LTE/5G,thrusday,11,Non-GBR,0.01,100,eMBB
612,Smartphone,4,LTE/5G,thrusday,12,Non-GBR,0.01,100,eMBB
613,Smartphone,4,LTE/5G,thrusday,13,Non-GBR,0.01,100,eMBB
614,Smartphone,4,LTE/5G,thrusday,14,Non-GBR,0.01,100,eMBB
615,Smartphone,4,LTE/5G,thrusday,15,Non-GBR,0.01,100,eMBB
616,Smartphone,4,LTE/5G,thrusday,16,Non-GBR,0.01,100,eMBB
617,Smartphone,4,LTE/5G,thrusday,17,Non-GBR,0.01,100,eMBB
618,Smartphone,4,LTE/5G,thrusday,18,Non-GBR,0.01,100,eMBB
619,Smartphone,4,LTE/5G,thrusday,19,Non-GBR,0.01,100,eMBB
620,Smartphone,4,LTE/5G,thrusday,20,Non-GBR,0.01,100,eMBB
621,Smartphone,4,LTE/5G,thrusday,21,Non-GBR,0.01,100,eMBB
622,Smartphone,4,LTE/5G,thrusday,22,Non-GBR,0.01,100,eMBB
623,Smartphone,4,LTE/5G,thrusday,23,Non-GBR,0.01,100,eMBB
624,Smartphone,4,LTE/5G,friday,0,Non-GBR,0.01,100,eMBB
625,Smartphone,4,LTE/5G,friday,1,Non-GBR,0.01,100,eMBB
626,Smartphone,4,LTE/5G,friday,2,Non-GBR,0.01,100,eMBB
627,Smartphone,4,LTE/5G,friday,3,Non-GBR,0.01,100,eMBB
628,Smartphone,4,LTE/5G,friday,4,Non-GBR,0.01,100,eMBB
629,Smartphone,4,LTE/5G,friday,5,Non-GBR,0.01,100,eMBB
630,Smartphone,4,LTE/5G,friday,6,Non-GBR,0.01,100,eMBB
631,Smartphone,4,LTE/5G,friday,7,Non-GBR,0.01,100,eMBB
632,Smartphone,4,LTE/5G,friday,8,Non-GBR,0.01,100,eMBB
633,Smartphone,4,LTE/5G,friday,9,Non-GBR,0.01,100,eMBB
634,Smartphone,4,LTE/5G,friday,10,Non-GBR,0.01,100,eMBB
635,Smartphone,4,LTE/5G,friday,11,Non-GBR,0.01,100,eMBB
636,Smartphone,4,LTE/5G,friday,12,Non-GBR,0.01,100,eMBB
637,Smartphone,4,LTE/5G,friday,13,Non-GBR,0.01,100,eMBB
638,Smartphone,4,LTE/5G,friday,14,Non-GBR,0.01,100,eMBB
639,Smartphone,4,LTE/5G,friday,15,Non-GBR,0.01,100,eMBB
640,Smartphone,4,LTE/5G,friday,16,Non-GBR,0.01,100,eMBB
641,Smartphone,4,LTE/5G,friday,17,Non-GBR,0.01,100,eMBB
642,Smartphone,4,LTE/5G,friday,18,Non-GBR,0.01,100,eMBB
643,Smartphone,4,LTE/5G,friday,19,Non-GBR,0.01,100,eMBB
644,Smartphone,4,LTE/5G,friday,20,Non-GBR,0.01,100,eMBB
645,Smartphone,4,LTE/5G,friday,21,Non-GBR,0.01,100,eMBB
646,Smartphone,4,LTE/5G,friday,22,Non-GBR,0.01,100,eMBB
647,Smartphone,4,LTE/5G,friday,23,Non-GBR,0.01,100,eMBB
648,Smartphone,4,LTE/5G,saturday,0,Non-GBR,0.01,100,eMBB
649,Smartphone,4,LTE/5G,saturday,1,Non-GBR,0.01,100,eMBB
650,Smartphone,4,LTE/5G,saturday,2,Non-GBR,0.01,100,eMBB
651,Smartphone,4,LTE/5G,saturday,3,Non-GBR,0.01,100,eMBB
652,Smartphone,4,LTE/5G,saturday,4,Non-GBR,0.01,100,eMBB
653,Smartphone,4,LTE/5G,saturday,5,Non-GBR,0.01,100,eMBB
654,Smartphone,4,LTE/5G,saturday,6,Non-GBR,0.01,100,eMBB
655,Smartphone,4,LTE/5G,saturday,7,Non-GBR,0.01,100,eMBB
656,Smartphone,4,LTE/5G,saturday,8,Non-GBR,0.01,100,eMBB
657,Smartphone,4,LTE/5G,saturday,9,Non-GBR,0.01,100,eMBB
658,Smartphone,4,LTE/5G,saturday,10,Non-GBR,0.01,100,eMBB
659,Smartphone,4,LTE/5G,saturday,11,Non-GBR,0.01,100,eMBB
660,Smartphone,4,LTE/5G,saturday,12,Non-GBR,0.01,100,eMBB
661,Smartphone,4,LTE/5G,saturday,13,Non-GBR,0.01,100,eMBB
662,Smartphone,4,LTE/5G,saturday,14,Non-GBR,0.01,100,eMBB
663,Smartphone,4,LTE/5G,saturday,15,Non-GBR,0.01,100,eMBB
664,Smartphone,4,LTE/5G,saturday,16,Non-GBR,0.01,100,eMBB
665,Smartphone,4,LTE/5G,saturday,17,Non-GBR,0.01,100,eMBB
666,Smartphone,4,LTE/5G,saturday,18,Non-GBR,0.01,100,eMBB
667,Smartphone,4,LTE/5G,saturday,19,Non-GBR,0.01,100,eMBB
668,Smartphone,4,LTE/5G,saturday,20,Non-GBR,0.01,100,eMBB
669,Smartphone,4,LTE/5G,saturday,21,Non-GBR,0.01,100,eMBB
670,Smartphone,4,LTE/5G,saturday,22,Non-GBR,0.01,100,eMBB
671,Smartphone,4,LTE/5G,saturday,23,Non-GBR,0.01,100,eMBB
672,Smartphone,5,LTE/5G,sunday,0,Non-GBR,0.01,100,eMBB
673,Smartphone,5,LTE/5G,sunday,1,Non-GBR,0.01,100,eMBB
674,Smartphone,5,LTE/5G,sunday,2,Non-GBR,0.01,100,eMBB
675,Smartphone,5,LTE/5G,sunday,3,Non-GBR,0.01,100,eMBB
676,Smartphone,5,LTE/5G,sunday,4,Non-GBR,0.01,100,eMBB
